Other crime: England, Barking and Dagenham London Boro, Barking, Barking and Dagenham, London, Redbridge London Boro, Redbridge, Ilford South, IG118TG, Y53Q36, Abbey, On or near Cranleigh Gardens
Anti-social behaviour: England, Yorkshire and the Humber, West Yorkshire, Bradford District, Bradford East, BD2 2LQ, Y51Q32, Eccleshill, On or near Acre Close
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD231QF, Y51Q32, Skipton West, On or near Cavendish Street
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD231RT, Y51Q32, Skipton West, On or near Supermarket
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232AJ, Y51Q32, Skipton West, On or near Thanets Court
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232AG, Y51Q32, Skipton West, On or near Church Street
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD231SR, Y51Q32, Skipton West, On or near Greenfield Street
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232DE, Y51Q32, Skipton West, On or near Airedale Mews
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232NF, Y51Q32, Skipton West, On or near Brindley Court
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD231FN, Y51Q32, Skipton West, On or near Belmont Street
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD231QY, Y51Q32, Skipton West, On or near Parking Area
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232DE, Y51Q32, Skipton West, On or near Airedale Mews
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD231SS, Y51Q32, Skipton West, On or near Broughton Road
Burglary: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD231UP, Y51Q32, Skipton West, On or near Sports/Recreation Area
Drugs: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD231FN, Y51Q32, Skipton West, On or near Belmont Street
Drugs: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232AA, Y51Q32, Skipton West, On or near Parking Area
Possession of weapons: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232AG, Y51Q32, Skipton West, On or near Church Street
Shoplifting: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232AA, Y51Q32, Skipton West, On or near Parking Area
Shoplifting: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD231RT, Y51Q32, Skipton West, On or near Supermarket
Violence and sexual offences: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD231RT, Y51Q32, Skipton West, On or near Supermarket
Violence and sexual offences: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD231RN, Y51Q32, Skipton West, On or near Belmont Bridge
Violence and sexual offences: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD231RT, Y51Q32, Skipton West, On or near Supermarket
Violence and sexual offences: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232NB, Y51Q32, Skipton West, On or near Bennett Street
Violence and sexual offences: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD231RT, Y51Q32, Skipton West, On or near Supermarket
Violence and sexual offences: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD231TA, Y51Q32, Skipton West, On or near Clitheroe Street
Violence and sexual offences: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD231QY, Y51Q32, Skipton West, On or near Parking Area
Violence and sexual offences: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232AS, Y51Q32, Skipton West, On or near Pembroke Street
Violence and sexual offences: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD231SS, Y51Q32, Skipton West, On or near Broughton Road
Violence and sexual offences: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD231TP, Y51Q32, Skipton West, On or near Broughton Crescent
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232NE, Y51Q32, Skipton West, On or near Union Terrace
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232BT, Y51Q32, Skipton West, On or near Branch Road
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232BH, Y51Q32, Skipton West, On or near Ashfield Crescent
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232QT, Y51Q32, Skipton West, On or near Farm Croft
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232BZ, Y51Q32, Skipton West, On or near Supermarket
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232QT, Y51Q32, Skipton West, On or near Farm Croft
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232QY, Y51Q32, Skipton West, On or near Bold Venture Street
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232NE, Y51Q32, Skipton West, On or near Weavers Court
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232BT, Y51Q32, Skipton West, On or near Branch Road
Burglary: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232NE, Y51Q32, Skipton West, On or near Union Terrace
Drugs: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232BZ, Y51Q32, Skipton West, On or near Supermarket
Other theft: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232AX, Y51Q32, Skipton West, On or near Hospital
Other theft: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232AG, Y51Q32, Skipton West, On or near Petrol Station
Shoplifting: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232QS, Y51Q32, Skipton West, On or near Parking Area
Shoplifting: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232BZ, Y51Q32, Skipton West, On or near Supermarket
Shoplifting: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232BZ, Y51Q32, Skipton West, On or near Supermarket
Shoplifting: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232BZ, Y51Q32, Skipton West, On or near Supermarket
Shoplifting: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232BZ, Y51Q32, Skipton West, On or near Supermarket
Vehicle crime: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232AG, Y51Q32, Skipton West, On or near Petrol Station
Vehicle crime: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232TG, Y51Q32, Skipton West, On or near The Close
Vehicle crime: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232TE, Y51Q32, Skipton West, On or near Brooklands Terrace
Violence and sexual offences: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232BZ, Y51Q32, Skipton West, On or near Supermarket
Violence and sexual offences: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD232AG, Y51Q32, Skipton West, On or near Petrol Station
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD208EL, Y51Q32, Aire Valley with Lothersdale, On or near Rook Street
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD208LG, Y51Q32, Aire Valley with Lothersdale, On or near Airedale Ings
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD208NE, Y51Q32, Aire Valley with Lothersdale, On or near Meadow Lane
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD208NE, Y51Q32, Aire Valley with Lothersdale, On or near Meadow Lane
Burglary: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD208LG, Y51Q32, Aire Valley with Lothersdale, On or near Airedale Ings
Criminal damage and arson: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD208NL, Y51Q32, Aire Valley with Lothersdale, On or near Skipton Road
Other theft: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD208NE, Y51Q32, Aire Valley with Lothersdale, On or near Meadow Lane
Violence and sexual offences: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD208EU, Y51Q32, Aire Valley with Lothersdale, On or near Sidegate Lane
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD220NQ, Y51Q32, Cowling, On or near Keighley Road
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD220NU, Y51Q32, Cowling, On or near The Old Sawmill
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD220BX, Y51Q32, Cowling, On or near Park Road
Other theft: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD220NQ, Y51Q32, Cowling, On or near Keighley Road
Violence and sexual offences: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD220AJ, Y51Q32, Cowling, On or near Mill Croft
Violence and sexual offences: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD220NT, Y51Q32, Cowling, On or near Craven Court
Violence and sexual offences: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD220DA, Y51Q32, Cowling, On or near Colne Road
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD233RG, Y51Q32, Gargrave and Malhamdale, On or near Parking Area
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD233SF, Y51Q32, Gargrave and Malhamdale, On or near Neville Road
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD233SF, Y51Q32, Gargrave and Malhamdale, On or near Neville Road
Burglary: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD233SH, Y51Q32, Gargrave and Malhamdale, On or near Sharphaw View
Burglary: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD233SP, Y51Q32, Gargrave and Malhamdale, On or near Skipton Road
Vehicle crime: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD233RD, Y51Q32, Gargrave and Malhamdale, On or near Supermarket
Violence and sexual offences: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD233RH, Y51Q32, Gargrave and Malhamdale, On or near Neville Crescent
Burglary: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD233HQ, Y51Q32, West Craven, On or near Swan Street
Burglary: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD233ET, Y51Q32, West Craven, On or near Church Street
Criminal damage and arson: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD233UL, Y51Q32, West Craven, On or near Beechwood Close
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD209ET, Y51Q32, Aire Valley with Lothersdale, On or near High Bradley Lane
Burglary: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD209AQ, Y51Q32, Aire Valley with Lothersdale, On or near Hall Gardens
Burglary: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD209HX, Y51Q32, Aire Valley with Lothersdale, On or near Heath Drive
Burglary: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD209BJ, Y51Q32, Aire Valley with Lothersdale, On or near The Arbour
Vehicle crime: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD209BW, Y51Q32, Aire Valley with Lothersdale, On or near Main Street
Vehicle crime: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, Bradford District, Keighley, BD207BQ, Y51Q32, Aire Valley with Lothersdale, On or near Pedestrian Subway
Vehicle crime: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD209EZ, Y51Q32, Aire Valley with Lothersdale, On or near Woodfield Drive
Violence and sexual offences: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD209BX, Y51Q32, Aire Valley with Lothersdale, On or near Back Mary Street
Violence and sexual offences: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD209BX, Y51Q32, Aire Valley with Lothersdale, On or near Hanover Street
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD208AU, Y51Q32, Glusburn, On or near North Street
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD208PJ, Y51Q32, Glusburn, On or near Town End Close
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD208SD, Y51Q32, Glusburn, On or near Green Way
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD208RY, Y51Q32, Glusburn, On or near Police Station
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD208SD, Y51Q32, Glusburn, On or near Green Way
Burglary: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD208BE, Y51Q32, Glusburn, On or near Valley View
Burglary: England, Skipton and Ripon, Yorkshire and the Humber, Craven District, North Yorkshire, BD208SQ, Y51Q32, Glusburn, On or near Wheatlands Lane
